id,age,tenure_months,monthly_charges,contract_type,payment_method,support_calls,churn
3789,66,11,96.05,One year,Electronic check,3,0
3790,35,22,49.27,Month-to-month,Electronic check,2,0
3791,35,39,74.14,One year,Credit card,1,0
3792,63,22,53.05,Month-to-month,Mailed check,0,0
3793,36,72,75.45,Two year,Credit card,0,0
3794,52,31,120.4,Month-to-month,Electronic check,1,0
3795,21,6,68.2,Two year,Electronic check,2,0
3796,39,37,128.31,One year,Bank transfer,1,0
3797,18,24,63.95,Month-to-month,Credit card,2,1
3798,27,13,109.24,Two year,Electronic check,1,0
3799,53,3,29.81,Month-to-month,Electronic check,0,0
3800,41,2,63.14,Month-to-month,Bank transfer,1,0
3801,37,4,57.2,Two year,Electronic check,3,0
3802,31,12,110.24,Two year,Mailed check,1,0
3803,38,27,78.68,One year,Bank transfer,3,0
3804,46,45,24.55,Two year,Electronic check,1,0
3805,55,4,37.85,Month-to-month,Bank transfer,1,1
3806,18,1,44.83,Month-to-month,Electronic check,2,0
3807,30,7,94.4,Month-to-month,Bank transfer,1,0
3808,44,35,95.38,Month-to-month,Credit card,0,0
3809,40,3,62.94,One year,Credit card,3,0
3810,47,33,61.24,Month-to-month,Bank transfer,0,0
3811,45,32,92.71,One year,Bank transfer,1,0
3812,37,39,47.61,Month-to-month,Electronic check,3,1
3813,34,9,82.79,Month-to-month,Mailed check,2,0
3814,38,12,81.11,One year,Electronic check,1,0
3815,58,22,66.44,Month-to-month,Bank transfer,1,0
3816,31,72,90.74,One year,Electronic check,1,0
3817,41,10,74.05,One year,Mailed check,5,0
3818,44,22,85.74,One year,Mailed check,3,0
3819,63,65,46.4,Two year,Bank transfer,0,0
3820,37,16,87.76,Two year,Electronic check,0,0
3821,55,15,97.92,Month-to-month,Mailed check,1,0
3822,59,9,79.37,One year,Bank transfer,2,0
3823,41,21,88.18,Month-to-month,Credit card,1,1
3824,39,6,68.15,Month-to-month,Bank transfer,0,0
3825,37,15,94.53,One year,Electronic check,0,1
3826,38,10,73.13,One year,Credit card,0,0
3827,53,36,46.7,Two year,Electronic check,1,0
3828,45,17,93.06,One year,Electronic check,2,1
3829,45,7,30.2,One year,Electronic check,3,0
3830,26,22,80.37,One year,Mailed check,2,0
3831,28,15,62.64,Month-to-month,Bank transfer,2,1
3832,72,9,60.15,Month-to-month,Mailed check,1,0
3833,39,2,74.6,Month-to-month,Credit card,4,1
3834,31,24,55.87,One year,Bank transfer,1,0
3835,62,52,90.61,Month-to-month,Electronic check,0,0
3836,45,4,72.02,Month-to-month,Mailed check,1,0
3837,50,10,56.07,Month-to-month,Bank transfer,0,1
3838,40,22,106.75,One year,Mailed check,2,0
3839,37,3,75.57,Month-to-month,Mailed check,0,0
3840,39,2,86.07,Month-to-month,Mailed check,2,1
3841,22,0,105.41,Month-to-month,Mailed check,5,1
3842,40,0,105.0,Month-to-month,Electronic check,6,1
3843,46,1,84.64,Month-to-month,Credit card,0,1
3844,67,7,63.48,Two year,Electronic check,4,0
3845,43,31,38.91,Month-to-month,Electronic check,2,0
3846,18,32,79.97,Month-to-month,Bank transfer,0,0
3847,40,15,99.61,One year,Credit card,1,0
3848,80,38,84.56,One year,Bank transfer,3,0
3849,54,16,18.0,Month-to-month,Mailed check,1,0
3850,30,1,91.9,Month-to-month,Credit card,1,0
3851,50,12,95.09,Two year,Mailed check,2,0
3852,31,17,65.02,Two year,Mailed check,5,0
3853,23,13,96.66,Month-to-month,Bank transfer,1,1
3854,37,22,89.0,One year,Mailed check,0,0
3855,43,7,53.91,Month-to-month,Bank transfer,1,0
3856,18,30,106.28,Month-to-month,Credit card,1,0
3857,25,28,42.51,Month-to-month,Electronic check,0,1
3858,42,5,69.32,One year,Electronic check,2,0
3859,36,49,73.42,Month-to-month,Mailed check,1,0
3860,47,11,51.01,Month-to-month,Mailed check,3,1
3861,24,41,83.74,Month-to-month,Bank transfer,1,0
3862,51,17,105.31,Month-to-month,Credit card,1,1
3863,25,1,101.34,Month-to-month,Bank transfer,0,0
3864,64,4,88.69,Month-to-month,Credit card,1,1
3865,18,67,37.65,One year,Electronic check,0,0
3866,26,14,38.7,Month-to-month,Electronic check,0,1
3867,47,32,78.95,Month-to-month,Electronic check,3,1
3868,65,17,71.69,One year,Credit card,0,0
3869,46,9,58.9,Month-to-month,Electronic check,1,1
3870,49,55,125.88,Month-to-month,Electronic check,2,1
3871,42,10,74.15,Two year,Mailed check,4,1
3872,27,24,87.16,One year,Electronic check,1,0
3873,35,3,95.15,Month-to-month,Bank transfer,2,0
3874,25,6,72.27,Month-to-month,Credit card,2,0
3875,24,72,145.58,Month-to-month,Electronic check,0,0
3876,47,43,52.94,Month-to-month,Mailed check,1,0
3877,26,72,65.65,Two year,Electronic check,0,0
3878,46,66,56.33,One year,Electronic check,1,0
3879,23,30,113.57,Month-to-month,Electronic check,0,1
3880,46,38,95.75,Month-to-month,Bank transfer,1,0
3881,35,55,64.65,Month-to-month,Bank transfer,2,0
3882,61,9,49.75,Month-to-month,Bank transfer,0,0
3883,46,5,105.37,Month-to-month,Credit card,3,1
3884,59,1,79.19,Month-to-month,Electronic check,2,0
3885,31,21,108.41,Two year,Bank transfer,1,1
3886,42,5,69.25,One year,Bank transfer,4,0
3887,28,17,85.34,Two year,Electronic check,2,0
3888,36,11,79.16,Two year,Electronic check,3,0
3889,38,25,58.15,Two year,Electronic check,1,0
3890,31,1,66.55,Two year,Electronic check,1,0
3891,24,26,44.29,Month-to-month,Electronic check,2,1
3892,22,1,82.5,Month-to-month,Electronic check,2,0
3893,18,9,90.38,Month-to-month,Credit card,1,1
3894,27,28,98.95,One year,Credit card,1,0
3895,50,5,87.41,One year,Bank transfer,3,0
3896,19,45,73.54,Month-to-month,Bank transfer,0,0
3897,22,70,119.3,Two year,Credit card,0,0
3898,67,8,93.51,One year,Mailed check,1,0
3899,33,26,108.61,One year,Mailed check,1,0
3900,46,1,106.43,Month-to-month,Bank transfer,1,1
3901,50,57,75.41,Month-to-month,Credit card,1,0
3902,51,5,80.45,Month-to-month,Credit card,0,0
3903,20,70,99.86,Month-to-month,Electronic check,0,0
3904,38,16,43.67,One year,Bank transfer,1,1
3905,19,5,42.58,Month-to-month,Electronic check,2,1
3906,76,6,38.42,Month-to-month,Electronic check,3,1
3907,19,64,76.9,Month-to-month,Mailed check,2,0
3908,27,16,64.07,One year,Bank transfer,1,0
3909,27,43,40.56,Month-to-month,Electronic check,2,0
3910,21,22,77.03,Two year,Electronic check,1,0
3911,60,36,73.01,Month-to-month,Bank transfer,1,0
3912,75,6,100.46,Two year,Electronic check,4,0
3913,35,16,122.72,Month-to-month,Credit card,0,0
3914,23,19,84.26,Month-to-month,Mailed check,0,0
3915,18,14,54.68,Two year,Bank transfer,3,0
3916,38,15,88.42,One year,Electronic check,0,0
3917,37,62,79.53,One year,Credit card,0,0
3918,32,55,72.25,One year,Credit card,1,0
3919,45,21,51.61,Month-to-month,Electronic check,0,0
3920,47,2,58.69,One year,Bank transfer,0,0
3921,46,5,66.31,Month-to-month,Credit card,1,1
3922,37,22,93.4,One year,Electronic check,2,0
3923,26,2,83.08,Two year,Bank transfer,4,0
3924,51,6,116.54,Two year,Credit card,2,0
3925,42,14,88.96,One year,Mailed check,1,0
3926,54,14,82.71,One year,Credit card,2,0
3927,53,15,64.59,Month-to-month,Electronic check,0,0
3928,22,1,44.21,Month-to-month,Credit card,2,1
3929,21,4,56.35,Two year,Credit card,4,1
3930,31,45,59.25,One year,Electronic check,1,0
3931,27,12,18.0,Month-to-month,Mailed check,2,0
3932,52,72,55.58,One year,Bank transfer,1,0
3933,46,3,110.51,Month-to-month,Credit card,2,0
3934,57,28,83.42,Two year,Electronic check,2,0
3935,47,10,62.09,Two year,Electronic check,1,0
3936,44,10,81.46,Month-to-month,Credit card,0,0
3937,58,55,29.41,Month-to-month,Mailed check,1,0
3938,48,72,87.85,One year,Bank transfer,3,0
3939,42,54,110.04,Month-to-month,Bank transfer,1,0
3940,62,72,77.77,Two year,Credit card,0,0
3941,43,28,29.9,Month-to-month,Electronic check,0,0
3942,37,57,68.2,Month-to-month,Credit card,0,0
3943,30,2,102.28,Month-to-month,Bank transfer,5,0
3944,51,18,79.17,One year,Credit card,2,0
3945,59,17,37.09,One year,Electronic check,1,0
3946,41,7,130.24,Two year,Bank transfer,0,0
3947,60,7,39.7,Two year,Credit card,3,0
3948,18,18,66.63,One year,Credit card,0,0
3949,41,1,44.22,Month-to-month,Electronic check,0,0
3950,41,23,47.55,Month-to-month,Mailed check,4,0
3951,31,1,58.85,Two year,Electronic check,2,1
3952,75,5,86.65,Month-to-month,Electronic check,2,1
3953,41,19,105.11,Two year,Bank transfer,1,0
3954,36,6,61.25,Two year,Credit card,2,0
3955,42,72,55.55,One year,Bank transfer,2,0
3956,18,19,84.82,One year,Electronic check,0,0
3957,31,22,86.0,Two year,Electronic check,0,0
3958,55,0,76.01,One year,Mailed check,0,0
3959,33,65,86.64,One year,Electronic check,1,0
3960,30,15,69.44,Month-to-month,Credit card,2,1
3961,60,5,73.2,Month-to-month,Electronic check,1,0
3962,60,8,66.66,Month-to-month,Electronic check,2,0
3963,49,43,103.21,Two year,Bank transfer,4,0
3964,35,72,136.51,One year,Electronic check,0,0
3965,38,18,77.19,One year,Mailed check,3,0
3966,30,5,70.59,Month-to-month,Mailed check,3,0
3967,28,3,76.85,Two year,Electronic check,1,0
3968,27,0,53.55,Month-to-month,Bank transfer,2,1
3969,33,12,90.92,One year,Mailed check,1,0
3970,27,70,91.53,Month-to-month,Bank transfer,0,0
3971,20,30,63.99,Two year,Electronic check,3,0
3972,45,6,93.45,One year,Mailed check,1,0
3973,45,22,73.77,Month-to-month,Bank transfer,1,0
3974,65,12,47.55,Month-to-month,Electronic check,2,0
3975,32,16,81.19,Month-to-month,Electronic check,2,1
3976,46,25,79.67,Month-to-month,Electronic check,2,0
3977,46,4,94.61,Month-to-month,Electronic check,2,1
3978,38,34,95.89,Month-to-month,Electronic check,0,0
3979,52,72,78.07,Month-to-month,Credit card,2,0
3980,52,0,58.2,Month-to-month,Mailed check,3,1
3981,46,28,74.24,One year,Mailed check,1,0
3982,38,24,82.68,Month-to-month,Electronic check,1,0
3983,36,2,82.39,Month-to-month,Electronic check,0,0
3984,22,20,80.54,Two year,Bank transfer,1,0
3985,30,9,69.08,Month-to-month,Bank transfer,3,1
3986,33,42,101.22,One year,Credit card,0,0
3987,26,36,58.54,Two year,Electronic check,1,0
3988,48,72,142.79,One year,Electronic check,0,0
3989,58,20,92.08,Month-to-month,Bank transfer,0,0
3990,29,1,41.96,Month-to-month,Electronic check,3,1
3991,45,1,74.78,Two year,Electronic check,2,1
3992,27,2,89.62,Two year,Electronic check,1,0
3993,37,11,62.92,Month-to-month,Electronic check,2,1
3994,32,46,39.52,One year,Credit card,2,0
3995,50,12,45.82,Two year,Credit card,1,0
3996,32,1,83.7,Two year,Bank transfer,0,0
3997,56,47,33.18,Month-to-month,Mailed check,1,0
3998,38,51,41.42,Month-to-month,Bank transfer,2,0
3999,32,2,83.72,Month-to-month,Bank transfer,3,1
4000,24,18,67.14,Month-to-month,Credit card,1,0
4001,45,10,54.11,One year,Mailed check,2,0
4002,54,23,61.08,Month-to-month,Credit card,2,1
4003,45,65,42.98,Month-to-month,Electronic check,2,0
4004,73,7,83.16,Month-to-month,Bank transfer,1,0
4005,62,59,58.69,Two year,Credit card,0,0
4006,37,20,59.61,Two year,Credit card,1,0
4007,37,21,81.82,Two year,Credit card,4,0
4008,48,20,66.58,Two year,Mailed check,1,0
4009,30,22,55.68,Two year,Bank transfer,0,0
4010,58,7,21.31,Month-to-month,Electronic check,2,1
4011,47,11,80.84,Month-to-month,Bank transfer,0,0
4012,45,48,79.17,Two year,Electronic check,3,0
4013,51,8,58.27,One year,Mailed check,1,0
4014,66,71,54.72,Month-to-month,Credit card,2,0
4015,44,10,71.82,Two year,Credit card,1,0
4016,40,19,84.86,Month-to-month,Mailed check,1,0
4017,63,33,77.39,Two year,Electronic check,3,0
4018,55,69,121.3,One year,Mailed check,3,0
4019,37,2,87.92,Month-to-month,Electronic check,0,0
4020,42,46,74.22,Two year,Electronic check,0,0
4021,44,25,92.21,One year,Credit card,0,0
4022,47,14,73.32,One year,Mailed check,1,0
4023,23,16,73.53,One year,Electronic check,2,0
4024,20,3,102.86,Month-to-month,Bank transfer,0,0
4025,29,5,48.3,Month-to-month,Electronic check,1,1
4026,28,5,71.33,Month-to-month,Mailed check,2,0
4027,32,8,100.94,Month-to-month,Electronic check,0,1
4028,50,27,81.77,Month-to-month,Electronic check,3,0
4029,39,28,64.97,Month-to-month,Mailed check,0,0
4030,44,36,32.75,Month-to-month,Bank transfer,1,1
4031,24,45,19.99,One year,Mailed check,1,0
4032,35,13,123.85,Month-to-month,Credit card,1,0
4033,50,72,88.51,Month-to-month,Credit card,1,0
4034,50,0,55.4,Two year,Credit card,0,0
4035,31,30,83.24,Two year,Credit card,0,0
4036,44,23,49.76,Two year,Credit card,0,0
4037,72,2,62.02,Month-to-month,Credit card,5,1
4038,41,53,54.43,One year,Electronic check,1,0
4039,32,44,41.27,Month-to-month,Electronic check,1,0
4040,39,66,27.28,One year,Bank transfer,0,0
4041,43,4,30.66,Two year,Credit card,1,0
4042,39,5,96.28,Month-to-month,Credit card,1,0
4043,41,14,47.43,Two year,Bank transfer,2,0
4044,21,3,83.82,One year,Credit card,0,0
4045,28,14,96.02,Month-to-month,Bank transfer,2,0
4046,39,29,74.76,Month-to-month,Bank transfer,1,1
4047,39,8,63.74,Two year,Electronic check,2,1
4048,34,29,77.68,Month-to-month,Mailed check,2,1
4049,39,7,60.63,Month-to-month,Electronic check,0,1
4050,42,8,101.3,Month-to-month,Electronic check,2,1
4051,54,72,127.71,Two year,Mailed check,0,0
4052,40,0,106.25,Month-to-month,Electronic check,2,1
4053,47,34,21.31,Two year,Credit card,1,0
4054,34,18,61.77,One year,Mailed check,0,0
4055,50,16,72.5,Month-to-month,Bank transfer,0,0
4056,47,6,82.48,Month-to-month,Electronic check,2,0
4057,54,23,30.27,One year,Credit card,0,0
4058,51,9,27.76,Month-to-month,Mailed check,2,0
4059,50,8,103.87,Month-to-month,Bank transfer,0,0
4060,40,8,57.22,Month-to-month,Bank transfer,0,0
4061,45,7,33.86,Two year,Mailed check,1,0
4062,56,1,42.56,One year,Bank transfer,4,0
4063,32,72,90.56,Month-to-month,Bank transfer,1,0
4064,33,8,50.64,Month-to-month,Credit card,2,1
4065,44,18,78.74,Month-to-month,Electronic check,3,0
4066,47,22,48.83,One year,Credit card,1,0
4067,30,2,26.69,Month-to-month,Mailed check,1,0
4068,40,72,116.41,Two year,Electronic check,0,0
4069,40,11,81.6,Two year,Electronic check,0,0
4070,18,4,62.26,Month-to-month,Mailed check,3,0
4071,38,5,57.72,Two year,Electronic check,1,0
4072,39,11,108.27,One year,Credit card,0,0
4073,39,15,87.04,One year,Bank transfer,3,0
4074,61,10,100.17,Month-to-month,Credit card,3,1
4075,24,2,55.71,Two year,Electronic check,0,0
4076,30,1,71.42,Month-to-month,Bank transfer,2,1
4077,18,34,85.15,Two year,Electronic check,0,0
4078,35,39,62.1,Month-to-month,Mailed check,1,0
4079,36,3,68.06,Month-to-month,Mailed check,1,0
4080,34,23,58.86,Two year,Bank transfer,4,0
4081,57,32,84.78,Month-to-month,Bank transfer,0,0
4082,54,48,44.17,Month-to-month,Electronic check,0,0
4083,43,53,92.25,Two year,Electronic check,1,0
4084,36,15,80.02,Month-to-month,Mailed check,2,0
4085,56,13,66.87,Two year,Electronic check,3,0
4086,41,33,86.19,Two year,Bank transfer,0,0
4087,30,20,63.88,Month-to-month,Mailed check,1,0
4088,18,5,54.0,One year,Credit card,3,0
4089,35,0,83.59,Two year,Credit card,2,0
4090,52,55,92.93,Two year,Mailed check,0,0
4091,73,9,58.67,Month-to-month,Credit card,2,0
4092,42,7,56.22,One year,Credit card,2,0
4093,31,58,74.13,One year,Electronic check,1,0
4094,25,15,58.45,Month-to-month,Credit card,2,1
4095,49,3,108.58,One year,Mailed check,3,0
4096,18,40,83.91,Month-to-month,Bank transfer,2,0
4097,49,2,70.67,Month-to-month,Bank transfer,0,0
4098,53,72,57.48,Month-to-month,Credit card,0,0
4099,48,18,91.17,Two year,Bank transfer,1,0
4100,38,34,59.81,Month-to-month,Credit card,3,0
4101,49,27,57.73,Month-to-month,Electronic check,1,0
4102,44,16,91.72,Month-to-month,Credit card,0,0
4103,31,14,81.78,Month-to-month,Bank transfer,1,1
4104,67,20,18.0,Two year,Credit card,0,0
4105,37,7,67.11,Month-to-month,Credit card,4,0
4106,52,26,77.04,Month-to-month,Electronic check,1,0
4107,18,4,62.11,Two year,Electronic check,2,0
4108,59,5,74.76,Month-to-month,Credit card,3,1
4109,62,25,28.51,Month-to-month,Credit card,4,1
4110,42,48,18.0,Two year,Bank transfer,0,0
4111,49,42,51.91,One year,Mailed check,2,0
4112,49,3,77.51,Month-to-month,Electronic check,1,1
4113,33,9,18.0,One year,Mailed check,3,0
4114,49,72,59.71,One year,Mailed check,1,0
4115,30,33,26.88,One year,Credit card,0,0
4116,33,49,71.28,Month-to-month,Bank transfer,1,0
4117,57,19,121.8,Two year,Mailed check,1,0
4118,55,60,73.57,One year,Mailed check,0,0
4119,32,4,67.91,One year,Credit card,2,0
4120,31,11,92.63,Two year,Bank transfer,1,0
4121,32,44,77.13,Two year,Electronic check,2,0
4122,52,9,65.98,One year,Mailed check,0,0
4123,28,15,95.42,Month-to-month,Mailed check,3,0
4124,46,10,83.3,Month-to-month,Electronic check,3,1
4125,52,7,78.27,One year,Bank transfer,2,0
4126,40,45,73.28,Month-to-month,Electronic check,3,0
4127,56,13,63.3,One year,Mailed check,1,0
4128,37,21,96.08,One year,Mailed check,2,0
4129,39,27,65.64,One year,Mailed check,1,0
4130,28,8,101.98,Month-to-month,Bank transfer,1,0
4131,56,8,45.02,Two year,Bank transfer,0,0
4132,31,42,112.14,One year,Electronic check,1,0
4133,46,26,85.7,Month-to-month,Electronic check,0,1
4134,41,20,48.79,One year,Credit card,1,0
4135,27,1,82.87,Month-to-month,Credit card,0,0
4136,33,22,57.04,One year,Electronic check,1,0
4137,61,7,71.89,Month-to-month,Electronic check,1,0
4138,44,50,65.33,One year,Credit card,1,0
4139,27,5,67.43,Month-to-month,Electronic check,1,1
4140,46,43,99.99,Month-to-month,Credit card,0,0
4141,39,36,88.36,Month-to-month,Credit card,1,1
4142,90,44,48.47,Month-to-month,Electronic check,3,1
4143,45,65,53.05,Two year,Electronic check,1,0
4144,36,17,79.32,Two year,Credit card,2,0
4145,61,42,84.88,Month-to-month,Electronic check,2,1
4146,18,50,60.64,Month-to-month,Mailed check,2,0
4147,43,40,115.78,One year,Electronic check,0,0
4148,69,9,91.69,Month-to-month,Bank transfer,1,0
4149,40,11,56.01,Month-to-month,Credit card,2,0
4150,18,63,61.39,Month-to-month,Bank transfer,1,0
4151,36,23,67.75,One year,Electronic check,1,0
4152,62,50,69.2,Two year,Bank transfer,0,0
4153,47,5,102.15,Month-to-month,Bank transfer,1,0
4154,30,15,96.86,Two year,Electronic check,2,0
4155,32,23,74.33,Two year,Bank transfer,0,0
4156,34,41,93.1,Two year,Bank transfer,0,0
4157,47,16,92.97,One year,Electronic check,3,0
4158,60,20,74.46,Two year,Credit card,0,0
4159,56,21,83.22,One year,Mailed check,1,0
4160,48,14,86.95,Two year,Electronic check,0,0
4161,23,21,85.34,Month-to-month,Electronic check,2,0
4162,23,10,52.03,One year,Mailed check,2,0
4163,49,24,56.66,One year,Electronic check,0,0
4164,23,29,67.14,Month-to-month,Electronic check,3,0
4165,38,28,56.53,Month-to-month,Credit card,2,1
4166,46,1,33.32,Month-to-month,Bank transfer,0,0
4167,26,0,86.9,Month-to-month,Electronic check,4,1
4168,27,33,83.61,Month-to-month,Bank transfer,2,0
4169,40,15,38.77,Month-to-month,Bank transfer,1,1
4170,49,8,65.18,Month-to-month,Mailed check,3,1
4171,56,72,76.19,One year,Credit card,2,0
4172,50,4,75.15,Month-to-month,Electronic check,2,1
4173,43,14,45.05,Month-to-month,Electronic check,4,1
4174,31,6,37.05,Month-to-month,Electronic check,2,1
4175,27,38,88.69,Month-to-month,Electronic check,0,0
4176,34,51,39.3,Month-to-month,Mailed check,0,0
4177,47,10,65.68,Two year,Electronic check,5,0
4178,46,12,63.65,Month-to-month,Bank transfer,1,0
4179,18,5,67.67,Month-to-month,Credit card,1,1
4180,31,18,79.02,One year,Credit card,0,0
4181,58,18,112.66,Two year,Bank transfer,0,0
4182,43,10,31.51,Month-to-month,Bank transfer,0,1
4183,22,39,97.76,Month-to-month,Bank transfer,3,0
4184,74,23,18.0,One year,Mailed check,1,0
4185,41,24,108.44,Month-to-month,Mailed check,1,0
4186,47,8,20.13,Month-to-month,Electronic check,4,1
4187,47,52,138.71,Two year,Electronic check,1,0
4188,36,72,71.06,Two year,Bank transfer,1,0
4189,31,18,104.96,One year,Mailed check,4,0
4190,71,25,100.85,Month-to-month,Electronic check,0,1
4191,56,5,59.84,One year,Electronic check,2,0
4192,53,38,66.71,Two year,Credit card,2,0
4193,50,21,52.22,Two year,Electronic check,0,0
4194,27,11,91.33,Month-to-month,Mailed check,1,0
4195,59,22,62.71,Month-to-month,Electronic check,1,0
4196,30,22,52.83,Month-to-month,Electronic check,2,1
4197,45,1,83.58,Two year,Bank transfer,1,0
4198,19,63,57.02,Month-to-month,Electronic check,0,0
4199,18,19,64.63,Month-to-month,Electronic check,1,0
4200,46,16,75.08,Month-to-month,Credit card,3,0
4201,30,6,54.84,Month-to-month,Mailed check,2,0
4202,18,19,60.56,Two year,Bank transfer,4,0
4203,49,4,108.97,Month-to-month,Bank transfer,3,1
4204,71,13,66.84,Month-to-month,Electronic check,1,0
4205,61,23,64.46,One year,Mailed check,0,0
4206,38,48,72.82,One year,Mailed check,3,0
4207,42,0,81.36,One year,Electronic check,3,0
4208,54,9,45.5,Two year,Electronic check,3,0
4209,57,4,81.28,Month-to-month,Bank transfer,3,0
4210,37,72,87.2,Month-to-month,Electronic check,0,0
4211,42,7,26.33,Month-to-month,Electronic check,0,0
4212,46,9,116.21,One year,Bank transfer,3,0
4213,49,19,109.37,Two year,Mailed check,2,0
4214,40,4,50.59,Month-to-month,Bank transfer,3,0
4215,40,15,44.19,One year,Electronic check,0,0
4216,61,72,86.5,One year,Bank transfer,1,0
4217,58,3,34.8,Two year,Credit card,1,0
4218,48,0,104.11,Month-to-month,Mailed check,3,0
4219,66,2,58.59,Month-to-month,Credit card,2,0
4220,36,21,113.7,One year,Mailed check,0,0
4221,64,51,57.04,Two year,Electronic check,0,0
4222,49,14,69.29,One year,Mailed check,0,0
4223,87,18,104.38,Two year,Mailed check,2,0
4224,25,9,63.27,Month-to-month,Credit card,1,0
4225,32,14,78.9,One year,Electronic check,3,0
4226,47,48,104.52,Month-to-month,Electronic check,1,0
4227,47,21,59.25,Month-to-month,Credit card,1,1
4228,69,71,49.11,Month-to-month,Electronic check,2,1
4229,32,34,38.63,Month-to-month,Bank transfer,2,0
4230,54,32,89.39,Month-to-month,Electronic check,0,0
4231,58,31,84.37,One year,Credit card,1,0
4232,51,32,101.34,Two year,Electronic check,1,0
4233,28,42,69.45,Month-to-month,Bank transfer,0,0
4234,61,7,35.28,Month-to-month,Bank transfer,2,0
4235,59,10,18.0,Month-to-month,Credit card,1,0
4236,50,34,146.8,Month-to-month,Credit card,0,0
4237,44,59,92.02,Month-to-month,Credit card,0,0
4238,45,12,75.22,One year,Electronic check,2,1
4239,40,8,78.17,Two year,Mailed check,1,0
4240,50,2,34.52,Month-to-month,Credit card,1,0
4241,42,2,50.43,One year,Bank transfer,2,0
4242,30,20,116.58,One year,Credit card,1,0
4243,27,6,87.36,Month-to-month,Credit card,2,1
4244,31,57,59.46,Month-to-month,Electronic check,2,0
4245,45,3,39.78,Month-to-month,Electronic check,2,1
4246,41,14,59.21,Month-to-month,Electronic check,2,0
4247,45,32,66.91,Two year,Bank transfer,1,0
4248,49,9,122.58,Month-to-month,Mailed check,2,1
4249,33,12,67.09,Month-to-month,Electronic check,1,1
4250,62,72,51.06,Month-to-month,Bank transfer,3,0
4251,38,2,68.83,Month-to-month,Electronic check,6,1
4252,35,20,79.61,Two year,Mailed check,1,0
4253,48,10,39.49,Month-to-month,Mailed check,2,0
4254,18,4,80.65,One year,Mailed check,1,0
4255,30,66,110.12,Month-to-month,Electronic check,0,0
4256,55,23,76.92,Month-to-month,Bank transfer,1,0
4257,18,6,50.97,Month-to-month,Credit card,0,1
4258,57,16,59.18,Two year,Bank transfer,1,0
4259,63,33,33.48,Month-to-month,Credit card,1,0
4260,36,12,68.45,One year,Electronic check,1,0
4261,46,12,79.57,Month-to-month,Electronic check,3,0
4262,57,18,50.28,One year,Electronic check,0,0
4263,35,7,119.54,One year,Bank transfer,3,0
4264,54,0,89.81,One year,Electronic check,5,0
4265,32,58,33.88,Month-to-month,Credit card,2,0
4266,35,1,25.84,Month-to-month,Bank transfer,2,0
4267,30,21,48.55,Two year,Credit card,2,0
4268,46,2,109.63,One year,Mailed check,2,0
4269,58,2,92.57,Month-to-month,Bank transfer,1,0
4270,39,16,112.99,Month-to-month,Mailed check,0,0
4271,24,5,71.01,Month-to-month,Mailed check,1,0
4272,26,44,71.36,Month-to-month,Credit card,1,0
4273,47,6,39.71,Month-to-month,Electronic check,0,0
4274,67,49,86.09,Month-to-month,Credit card,0,0
4275,47,43,71.55,Month-to-month,Bank transfer,2,0
4276,36,70,74.63,One year,Bank transfer,1,0
4277,52,22,113.75,Two year,Electronic check,3,0
4278,38,57,75.39,One year,Electronic check,2,0
4279,36,4,103.87,Month-to-month,Electronic check,1,1
4280,28,43,36.75,One year,Bank transfer,0,0
4281,61,7,138.25,Month-to-month,Electronic check,3,1
4282,18,48,67.87,One year,Credit card,2,0
4283,53,28,91.88,Month-to-month,Credit card,2,0
4284,35,19,94.51,Month-to-month,Electronic check,1,1
4285,36,24,61.17,One year,Bank transfer,1,0
4286,65,23,93.93,Month-to-month,Electronic check,1,0
4287,32,6,92.68,One year,Electronic check,2,1
4288,32,23,55.62,One year,Electronic check,1,0
4289,40,71,63.12,Month-to-month,Credit card,1,0
4290,47,21,74.28,Month-to-month,Credit card,5,1
4291,35,3,67.56,One year,Electronic check,1,0
4292,19,45,111.58,One year,Electronic check,1,0
4293,29,7,88.62,Two year,Mailed check,2,0
4294,59,30,72.74,Month-to-month,Mailed check,2,0
4295,43,1,85.3,Two year,Electronic check,3,0
4296,48,9,20.18,Month-to-month,Credit card,3,1
4297,38,0,54.62,Month-to-month,Credit card,1,0
4298,32,19,80.05,One year,Mailed check,1,0
4299,65,16,100.28,Month-to-month,Credit card,3,0
4300,39,17,77.54,Month-to-month,Bank transfer,0,0
4301,35,39,112.31,Month-to-month,Bank transfer,2,0
4302,57,11,93.35,Two year,Credit card,0,0
4303,31,7,58.84,Two year,Mailed check,1,0
4304,33,1,66.65,Two year,Mailed check,1,0
4305,42,18,82.91,Month-to-month,Electronic check,3,1
4306,42,35,64.03,Month-to-month,Bank transfer,1,0
4307,45,56,116.68,Two year,Electronic check,0,0
4308,71,2,42.58,Month-to-month,Electronic check,3,0
4309,46,3,78.35,Month-to-month,Mailed check,1,0
4310,18,6,89.29,Month-to-month,Mailed check,3,0
4311,46,52,69.96,One year,Electronic check,3,0
4312,42,11,58.18,One year,Electronic check,2,0
4313,42,24,71.7,Month-to-month,Credit card,0,0
4314,45,6,91.2,Month-to-month,Bank transfer,1,0
4315,41,25,61.25,One year,Mailed check,1,1
4316,41,0,43.28,One year,Credit card,2,0
4317,50,18,101.46,Month-to-month,Credit card,2,0
4318,34,3,80.43,Month-to-month,Electronic check,1,1
